Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated
NCT02188719,Liver Transplantation,Cohort 4,"Anti-Thymocyte Globulin - Rabbit, darTreg Infusion, Everolimus, Tacrolimus, Mycophenolate mofetil, Prednisone, Acetaminophen, Diphenhydramine, Anti-Infective Prophylaxis, Leukapheresis, Blood draws, Liver biopsies, Liver transplantation",,,,,,,,,,2020-09-22
NCT00976898,Liver Cancer; Liver Neoplasms,Proton Beam Irradiation,Proton Beam Irradiation,49.9,17.8,,83.0,,,,,,2025-09-15
NCT01264952,Liver Metastases,Group I,Electrochemotherapy,,,,,,,,,,2020-11-24
NCT01264952,Liver Metastases,Group II,Electrochemotherapy,,,,,,,,,,2020-11-24
NCT01264952,Liver Metastases,Group III,Electrochemotherapy,,,,,,,,,,2020-11-24
NCT03753659,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Pembrolizumab With Local Ablation,"Pembrolizumab, Radio Frequency Ablation (RFA), Microwave Ablation (MWA), Brachytherapy, Transarterial Chemoembolisation (TACE)",,27.07,,30.0,,,,,4.0,2026-03-23
NCT01012362,Breast Cancer; Lung Cancer; Colon Cancer; Pancreatic Cancer; Head and Neck Cancer; Kidney Cancer; Sarcoma; Hepatocellular Cancer; Breast Neoplasms; Lung Neoplasms; Colonic Neoplasms; Pancreatic Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Sarcoma; Liver Neoplasms,Dose Level 1,"Pazopanib, Ixabepilone",,,,,,,,,,2017-12-28
NCT01012362,Breast Cancer; Lung Cancer; Colon Cancer; Pancreatic Cancer; Head and Neck Cancer; Kidney Cancer; Sarcoma; Hepatocellular Cancer; Breast Neoplasms; Lung Neoplasms; Colonic Neoplasms; Pancreatic Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Sarcoma; Liver Neoplasms,Dose Level 2,"Pazopanib, Ixabepilone",,,,,,,,,,2017-12-28
NCT01012362,Breast Cancer; Lung Cancer; Colon Cancer; Pancreatic Cancer; Head and Neck Cancer; Kidney Cancer; Sarcoma; Hepatocellular Cancer; Breast Neoplasms; Lung Neoplasms; Colonic Neoplasms; Pancreatic Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Sarcoma; Liver Neoplasms,Dose Level 3,"Pazopanib, Ixabepilone",,,,,,,,,,2017-12-28
NCT01012362,Breast Cancer; Lung Cancer; Colon Cancer; Pancreatic Cancer; Head and Neck Cancer; Kidney Cancer; Sarcoma; Hepatocellular Cancer; Breast Neoplasms; Lung Neoplasms; Colonic Neoplasms; Pancreatic Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Sarcoma; Liver Neoplasms,Dose Level 4,"Pazopanib, Ixabepilone",,,,,,,,,,2017-12-28
NCT04862949,"Advanced Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Atezolizumab Plus Bevacizumab,Atezolizumab plus bevacizumab,,,,,,,,,,2025-12-12
NCT01754987,"Metastatic Hepatocellular Carcinoma; Advanced Liver Cancer; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Ascorbic Acid + Sorafenib,"Ascorbic Acid + Sorafenib, Sorafenib",,,,,,,,,,2025-05-04
NCT01754987,"Metastatic Hepatocellular Carcinoma; Advanced Liver Cancer; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Sorafenib Alone,"Ascorbic Acid + Sorafenib, Sorafenib",,,,,,,,,,2025-05-04
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Best Standard of Care,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",,,,,2.3,2.1,2.8,134.0,0.0,2021-06-02
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Best Standard of Care (BSC),"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",9.0,7.1,11.8,134.0,,,,,,2021-06-02
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug (DT) 20 mg/m2 Group,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",10.1,7.3,11.4,130.0,,,,,,2021-06-02
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug (DT) at 20 mg/m2,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",,,,,2.3,2.0,2.8,130.0,0.0,2021-06-02
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug Pooled,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",9.1,8.1,10.4,263.0,2.3,2.1,2.6,263.0,0.0,2021-06-02
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug at 30 mg/m2,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",8.9,7.0,10.3,133.0,2.3,2.1,2.6,133.0,0.0,2021-06-02
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 120mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 240mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 400mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 400mg + Brivanib 400mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 600mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 600mg + Brivanib 400mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 2: MGD013 600mg CPI-naive Cohort,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,7.1,,36.0,3.05,1.9,5.6,36.0,8.3,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 2: MGD013 600mg Post-CPI Cohort,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,9.7,,33.0,2.4,1.9,4.1,33.0,3.0,2024-07-23
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group I: Nintedanib 150mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group I: Nintedanib 200mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 100mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 150mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 200mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12
NCT01033240,Advanced Hepatocellular Carcinoma; Liver Cancer; Hepatic Cancer; Liver Neoplasms; Liver Neoplasms,CS-1008 6/2 mg/kg + Sorafenib,"CS-1008 2 mg/kg, Sorafenib, CS-1008 6/2 mg/kg, CS-1008 6/6 mg/kg, CS-1008 4 mg/kg, CS-1008 6 mg/kg",8.2,5.7,10.4,53.0,,,,,0.0,2021-04-08
NCT01033240,Advanced Hepatocellular Carcinoma; Liver Cancer; Hepatic Cancer; Liver Neoplasms; Liver Neoplasms,CS-1008 6/6 mg/kg + Sorafenib,"CS-1008 2 mg/kg, Sorafenib, CS-1008 6/2 mg/kg, CS-1008 6/6 mg/kg, CS-1008 4 mg/kg, CS-1008 6 mg/kg",12.2,9.0,15.0,54.0,,,,,0.0,2021-04-08
NCT01033240,Advanced Hepatocellular Carcinoma; Liver Cancer; Hepatic Cancer; Liver Neoplasms; Liver Neoplasms,Sorafenib,"CS-1008 2 mg/kg, Sorafenib, CS-1008 6/2 mg/kg, CS-1008 6/6 mg/kg, CS-1008 4 mg/kg, CS-1008 6 mg/kg",8.2,4.9,13.4,55.0,,,,,0.0,2021-04-08
NCT03812289,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment (SBRT),"Quality-of-Life Assessment, Questionnaire Administration, Stereotactic Body Radiation Therapy",13.7,4.1,,9.0,,,,,,2025-03-07
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 1000 mg QD Fasted",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 1000 mg QD Fed",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 1400 mg QD Fasted",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 1400 mg QD Fed",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 2000 mg QD Fed",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 300 mg QD Fasted",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 500 mg BID Fasted",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 500 mg BID Fed",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 600 mg QD Fasted",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 600 mg QD Fed",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 1, Dose Escalation Phase: H3B-6527 700 mg BID Fed",H3B-6527,,,,,,,,,,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 2, Dose Expansion Phase: H3B-6527 1000 mg QD",H3B-6527,9.5,2.3,24.4,18.0,2.6,1.3,5.5,18.0,5.6,2023-11-13
NCT02834780,"Advanced Hepatocellular Carcinoma; Hepatocellular Carcinoma; Liver Cancer; Liver Neoplasms; Hepatic Cancer; Hepatic Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Part 2, Dose Expansion Phase: H3B-6527 500 mg BID Fed",H3B-6527,7.7,4.7,11.3,32.0,3.0,1.5,4.1,32.0,0.0,2023-11-13
NCT03717935,Polycystic Ovarian Syndrome; Obesity; Hepatic Steatosis; Polycystic Ovary Syndrome; Obesity; Fatty Liver,All Participants: Essential Amino Acid (EAA) Supplement vs Placebo,"Essential Amino Acid (EAA) Supplement, Placebo",,,,,,,,,,2025-03-24
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",75.0,45.86,,26.0,8.21,7.14,37.5,25.0,2.0,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1B,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,,,6.0,8.29,8.14,9.43,5.0,0.0,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 2A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,32.0,,8.0,,7.0,,8.0,1.0,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 3A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,23.14,,23.0,8.57,7.43,22.14,21.0,0.0,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 4A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",36.43,10.29,,24.0,8.29,7.0,17.71,19.0,0.0,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 5A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,33.71,,6.0,8.07,7.57,31.0,6.0,0.0,2023-11-18
NCT01035229,"Carcinoma; Carcinoma; Carcinoma, Hepatocellular",Everolimus + Best Supportive Care (BSC),"Everolimus, Everolimus Placebo, Best Supportive Care (BSC)",7.56,6.7,8.74,362.0,,,,,,2016-09-22
NCT01035229,"Carcinoma; Carcinoma; Carcinoma, Hepatocellular",Placebo + Best Supportive Care,"Everolimus, Everolimus Placebo, Best Supportive Care (BSC)",7.33,6.28,8.74,184.0,,,,,,2016-09-22
NCT01253148,Cholangiocarcinoma; Cholangiocarcinoma,Arterial Injection of 90-Y Microspheres,TheraSphere® Yttrium-90 (Y-90) Microspheres,22.0,10.0,,25.0,,,,,56.0,2017-03-22
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Mild Hepatic Impairment),Pirtobrutinib,,,,,,,,,,2025-01-09
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Moderate Hepatic Impairment),Pirtobrutinib,,,,,,,,,,2025-01-09
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Normal Hepatic Function),Pirtobrutinib,,,,,,,,,,2025-01-09
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Severe Hepatic Impairment),Pirtobrutinib,,,,,,,,,,2025-01-09
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - CRPC,"Cabozantinib, Placebo",,,,,,,,,4.7,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Gastric/GEJ,"Cabozantinib, Placebo",,,,,,,,,4.8,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Hepatocellular Carcinoma,"Cabozantinib, Placebo",,,,,,,,,4.9,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Melanoma,"Cabozantinib, Placebo",,,,,,,,,5.2,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Metastatic Breast Cancer,"Cabozantinib, Placebo",,,,,,,,,13.6,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - NRE Ovarian Cancer,"Cabozantinib, Placebo",,,,,,,,,10.0,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - NSCLC,"Cabozantinib, Placebo",,,,,,,,,10.0,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Ovarian Cancer,"Cabozantinib, Placebo",,,,,,,,,21.7,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Pancreatic Cancer,"Cabozantinib, Placebo",,,,,,,,,0.0,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - SCLC,"Cabozantinib, Placebo",,,,,,,,,4.8,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 100 mg,"Cabozantinib, Placebo",11.1,9.17,13.34,93.0,,,,,,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 100mg (Castration-Resistant Prostate Cancer),"Cabozantinib, Placebo",,,,,,,,,,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 39.4 mg,"Cabozantinib, Placebo",8.0,7.92,,51.0,,,,,,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 39.4mg (Castration-Resistant Prostate Cancer),"Cabozantinib, Placebo",,,,,,,,,,2024-04-25
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - Ovarian 100 mg,"Cabozantinib, Placebo",8.5,5.88,11.73,60.0,,,,,,2024-04-25
